Original_Text,T1,T2,T3,T4,T5
i had gone to meet my friend shu fang yeung,I went to meet my friend.,I had gone to meet my friend.,I went to see my friend shu fang yeung.,I was going to meet my friend.,I met my friend shu fang yeung.
i had gone to meet my friend gao foo,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to deliver groceries to my parents' house ,I went to deliver groceries to my parents' house.,I went to deliver groceries to my parents.,I went to my parents' house to deliver groceries.,My parents' house is where I went to deliver groceries.,I was going to deliver groceries to my parents' house.
i had gone to meet my friend niao-ka woon,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to see my friend niao-ka woon.
i had gone to meet my friend deshi ping,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend deshi ping.,I went to meet a friend.
i had gone to meet my friend da-shin yeung,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend da-shin yeung.,I met my friend da-shin yeung.
i had gone to meet my friend quan zou,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend quan.
i had gone to meet my friend wen ang,I went to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend.
i had gone to meet my friend mei u,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend mei.,I went to see my friend mei.
i had gone to meet my friend zhuang sang,I went to meet my friend.,I went to meet my friend Zhuang.,I was going to meet my friend.,I had gone to meet my friend.,I had gone to see my friend.
i had gone to meet my friend guanyin jia,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to meet my friend.
i had gone to meet my friend niao-ka on,I went to meet my friend.,I went to meet my friend niao-ka.,I went to see my friend niao-ka.,I had gone to meet my friend.,I was going to meet my friend.
i had gone to meet my friend mee au,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to meet my friend mee.,I had gone to meet my friend.
i had gone to meet my friend niao-ka dang,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend niao-ka dang.,I went to meet my friend niao-ka dang.
i had gone for some personal reason ,I went for a reason.,I went for a personal reason.,I went for personal reasons.,I went for some reason.,I went for something personal.
i had gone to meet my friend zan ang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend zan.,I went to see my friend zan.
i had gone to meet my friend zan ip,I went to meet my friend.,I went to meet my friend zan.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend zan.
i had gone to meet my friend ting au,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,My friend was going to meet me.
i had gone to meet my friend confucius peng,I went to meet my friend.,I went to meet my friend confucius.,I went to meet my friend confucius peng.,I had gone to meet my friend.,I went to see my friend confucius peng.
i had gone to meet my friend tung ping,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,A friend of mine went to meet me.
i had gone to meet my friend qing-nan zhan,I went to meet my friend.,I went to meet my friend qing-nan.,I was going to meet my friend.,I went to meet a friend.,A friend of mine went to meet me.
i had gone to meet my friend confucius ning,I went to meet my friend.,I went to meet my friend confucius.,I went to meet a friend.,I went to see my friend confucius.,I was going to meet my friend.
i had gone to meet my friend zhi mui,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend.,I went to meet my friend zhi mui.
i had gone to meet my friend kimora foo,I went to meet my friend.,I went to meet my friend kimora.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend zhuang on,I went to meet my friend.,I went to meet my friend Zhuang.,I was going to meet my friend.,I had gone to meet my friend.,I was going to meet my friend Zhuang.
i had gone to meet my friend mee u,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend niao-ka leung,I went to meet my friend.,I went to see my friend niao-ka leung.,I went to meet my friend niao-ka leung.,I had gone to meet my friend.,I met my friend niao-ka leung.
i had gone to the bank ,I went to the bank.,I went to the bank,I had gone to the bank.,I went to the bank to deposit my money.,I went to the bank to withdraw money.
i had gone to meet my friend lei ngan,I went to meet my friend.,I went to see my friend lei ngan.,I was going to meet my friend.,I went to meet my friend lei ngan.,I went to meet lei ngan.
i had gone to meet my friend hui fang zang,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend.,I went to meet a friend.
i had gone to meet my friend tung ba,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend wen owyang,I went to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I went to see my friend.
i had gone to meet my friend fo-hsing u,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend bing gau,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend bing gau.
i had gone to meet my friend ye cong,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend manchu cui,I went to meet my friend.,I went to meet my friend manchu.,I went to meet a friend.,I was going to meet my friend.,I went to see my friend manchu.
i had gone to meet my friend uang fei,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,A friend of mine went to meet me.,I went to meet a friend.
i had gone to meet my friend ting yi,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend sun peng,I went to meet my friend.,I went to meet my friend sun peng.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend sun peng.
i had gone to meet my friend on ruan,I went to meet my friend.,I went to meet my friend on ruan.,I went to meet a friend.,I went to meet my friend on Ruan.,I had gone to meet my friend.
i had gone to meet my friend an sit,I went to meet my friend.,I went to sit with my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.
i had gone to meet my friend mee ren,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,My friend and I went to meet.
i had gone to meet my friend lao-tzu gang,I went to meet my friend.,I went to meet my friends.,I went to meet my friend's gang.,I was going to meet my friend.,I had gone to meet my friend.
i had gone to meet my friend kimora bu,I went to meet my friend.,I went to meet my friend kimora.,I was going to meet my friend.,I had gone to meet my friend.,I met my friend kimora bu.
i had gone to meet my friend wang tuan,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend wang tuan.,I went to see my friend wang tuan.
i had gone to meet my friend ah lam ding,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend fo-hsing au,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,My friend and I went to meet.
i had gone to meet my friend zhong xue,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend zhong.,I went to meet a friend.
i had gone to meet my friend zan mei,I went to meet my friend.,I went to meet my friend zan mei.,I went to see my friend zan mei.,I went to meet zan mei.,I met my friend zan mei.
i had gone to meet my friend jun pon,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend jun.,I went to see my friend jun.
i had gone to meet my friend yuan cong,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend in person.,I went to meet a friend.
